replicon_gembase_name	size	mobility	Predicted_PTU
ESCO001.0523.01916.002P	151807	pCONJ	PTU-FE
ESCO001.0523.01916.003P	5775	pMOB	-
ESCO001.0523.01916.004P	5167	pMOB	PTU-E7
ESCO001.0523.01916.005P	4593	pMOB	PTU-E1
ESCO001.0523.01916.006P	4396	pOriT	-
ESCO001.0523.01916.007P	4069	pMOB	PTU-E10
ESCO001.0523.01916.008P	2089	pNT	PTU-E47
ESCO001.0523.01916.009P	1551	pOriT	PTU-E9
ESCO001.0523.01917.002P	107932	pOriT	PTU-FE
ESCO001.0523.01917.003P	82763	pCONJ	PTU-FE
ESCO001.0523.01917.004P	13744	pNT	-
ESCO001.0523.01917.005P	5167	pMOB	PTU-E7
ESCO001.0523.01917.006P	4087	pMOB	PTU-E10
ESCO001.0523.01917.007P	1552	pOriT	PTU-E9
ESCO001.0523.01918.002P	142064	pOriT	PTU-E49
ESCO001.0523.01918.003P	128466	pCONJ	PTU-FE
ESCO001.0523.01918.004P	44960	pOriT	-
ESCO001.0523.01918.005P	5903	pOriT	PTU-E1
ESCO001.0523.01918.006P	4867	pMOB	-
ESCO001.0523.01918.007P	3263	pOriT	PTU-E1
ESCO001.0523.01919.002P	116501	pCONJ	PTU-FE
ESCO001.0523.01919.003P	77960	pMOB	-
ESCO001.0523.01919.004P	6074	pMOB	PTU-E7
ESCO001.0523.01919.005P	4073	pMOB	PTU-E10
ESCO001.0523.01919.006P	3684	pNT	-
ESCO001.0523.01919.007P	3174	pOriT	PTU-E1
ESCO001.0523.01920.002P	119948	PP	PTU-Y
ESCO001.0523.01920.003P	113066	pMOB	-
ESCO001.0523.01921.002P	90243	pCONJ	PTU-FE
ESCO001.0523.01921.003P	88352	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01921.004P	7559	pOriT	-
ESCO001.0523.01921.005P	5728	pMOB	-
ESCO001.0523.01921.006P	4296	pMOB	PTU-E20
ESCO001.0523.01921.007P	1985	pNT	-
ESCO001.0523.01922.002P	93520	pCONJ	-
ESCO001.0523.01922.003P	36682	pCONJ	PTU-X1
ESCO001.0523.01922.004P	4045	pNT	PTU-E51
ESCO001.0523.01922.005P	3731	pNT	PTU-E71
ESCO001.0523.01923.002P	107932	pOriT	PTU-FE
ESCO001.0523.01923.003P	103383	pCONJ	-
ESCO001.0523.01923.004P	13744	pNT	-
ESCO001.0523.01923.005P	5167	pMOB	PTU-E7
ESCO001.0523.01923.006P	4087	pMOB	PTU-E10
ESCO001.0523.01923.007P	1552	pOriT	PTU-E9
ESCO001.0523.01924.002P	154454	pOriT	PTU-FE
ESCO001.0523.01924.003P	6200	pOriT	PTU-E63
ESCO001.0523.01925.002P	108072	pNT	PTU-FE
ESCO001.0523.01925.003P	2101	pNT	PTU-E47
ESCO001.0523.01926.002P	108065	pNT	PTU-FE
ESCO001.0523.01926.003P	2101	pNT	PTU-E47
ESCO001.0523.01927.002P	113249	PP	PTU-E16
ESCO001.0523.01927.003P	111058	pCONJ	PTU-FE
ESCO001.0523.01927.004P	86715	pCONJ	PTU-I1
ESCO001.0523.01927.005P	3537	pNT	-
ESCO001.0523.01928.002P	82920	pCONJ	PTU-I1
ESCO001.0523.01928.003P	82743	pNT	PTU-FE
ESCO001.0523.01929.002P	88676	pCONJ	PTU-FE
ESCO001.0523.01930.002P	193145	pCONJ	PTU-HI1A
ESCO001.0523.01930.003P	69262	pCONJ	PTU-FE
ESCO001.0523.01930.004P	65072	pNT	-
ESCO001.0523.01931.002P	148536	pCONJ	PTU-FE
ESCO001.0523.01931.003P	122629	pCONJ	PTU-I1
ESCO001.0523.01931.004P	93185	PP	PTU-Y
ESCO001.0523.01931.005P	11610	pNT	-
ESCO001.0523.01932.002P	109717	PP	PTU-E16
ESCO001.0523.01932.003P	74423	pCONJ	PTU-FE
ESCO001.0523.01932.004P	74050	pOriT	-
ESCO001.0523.01933.002P	114684	pdCONJ	PTU-FE
ESCO001.0523.01934.002P	9367	pMOB	PTU-E3
ESCO001.0523.01935.002P	138420	pdCONJ	PTU-FE
ESCO001.0523.01935.003P	66908	pCONJ	PTU-FE
ESCO001.0523.01935.004P	24575	pOriT	-
ESCO001.0523.01935.005P	18808	pOriT	-
ESCO001.0523.01935.006P	5604	pMOB	PTU-E1
ESCO001.0523.01935.007P	5166	pMOB	PTU-E7
ESCO001.0523.01935.008P	4091	pMOB	PTU-E10
ESCO001.0523.01935.009P	1454	pOriT	PTU-E9
ESCO001.0523.01936.002P	157264	pCONJ	PTU-FE
ESCO001.0523.01936.003P	6647	pMOB	PTU-E1
ESCO001.0523.01937.002P	103554	pNT	-
ESCO001.0523.01938.002P	89988	pCONJ	PTU-I1
ESCO001.0523.01938.003P	79537	pCONJ	PTU-FE
ESCO001.0523.01938.004P	53307	pCONJ	PTU-?
ESCO001.0523.01938.005P	15672	pOriT	PTU-X3
ESCO001.0523.01939.002P	261664	pCONJ	PTU-HI2
ESCO001.0523.01939.003P	117696	pMOB	PTU-FE
ESCO001.0523.01939.004P	85443	pCONJ	PTU-I1
ESCO001.0523.01939.005P	14096	pNT	PTU-FE
ESCO001.0523.01939.006P	8786	pMOB	PTU-E14
ESCO001.0523.01939.007P	6647	pMOB	PTU-E1
ESCO001.0523.01939.008P	5238	pMOB	-
ESCO001.0523.01939.009P	3373	pOriT	PTU-E1
ESCO001.0523.01940.002P	124392	pOriT	-
ESCO001.0523.01940.003P	96934	pCONJ	PTU-I1
ESCO001.0523.01941.002P	164599	pCONJ	-
ESCO001.0523.01941.003P	101216	pCONJ	PTU-I1
ESCO001.0523.01941.004P	87391	pNT	-
ESCO001.0523.01941.005P	81122	pCONJ	PTU-FE
ESCO001.0523.01941.006P	62582	pCONJ	PTU-I2
ESCO001.0523.01942.002P	156174	pCONJ	PTU-FE
ESCO001.0523.01942.003P	98542	PP	PTU-Y
ESCO001.0523.01942.004P	51555	pdCONJ	PTU-?
ESCO001.0523.01942.005P	2131	pNT	-
ESCO001.0523.01942.006P	1175	pNT	-
ESCO001.0523.01943.002P	100405	pCONJ	PTU-I1
ESCO001.0523.01943.003P	98110	pOriT	PTU-E49
ESCO001.0523.01943.004P	51743	pCONJ	PTU-?
ESCO001.0523.01943.005P	4523	pNT	-
ESCO001.0523.01944.002P	159559	pCONJ	PTU-?
ESCO001.0523.01944.003P	118716	pCONJ	PTU-I1
ESCO001.0523.01944.004P	103125	pCONJ	-
ESCO001.0523.01944.005P	4692	pMOB	PTU-E20
ESCO001.0523.01945.002P	48488	PP	PTU-?
ESCO001.0523.01945.003P	24185	pOriT	-
ESCO001.0523.01945.004P	3173	pOriT	PTU-E1
ESCO001.0523.01945.005P	1919	pOriT	-
ESCO001.0523.01946.002P	340412	pCONJ	-
ESCO001.0523.01947.002P	179817	pCONJ	PTU-FE
ESCO001.0523.01947.003P	33310	pCONJ	PTU-X4
ESCO001.0523.01948.002P	137545	pCONJ	PTU-FE
ESCO001.0523.01948.003P	98022	PP	PTU-Y
ESCO001.0523.01949.002P	199026	pOriT	PTU-HI2
ESCO001.0523.01949.003P	151146	pCONJ	PTU-FE
ESCO001.0523.01950.002P	108673	pOriT	PTU-FE
ESCO001.0523.01950.003P	97576	PP	PTU-Y
ESCO001.0523.01951.002P	122293	pOriT	PTU-FE
ESCO001.0523.01953.002P	231544	pCONJ	PTU-E77
ESCO001.0523.01954.002P	120874	PP	PTU-E16
ESCO001.0523.01955.002P	122614	pCONJ	PTU-I1
ESCO001.0523.01955.003P	5360	pMOB	-
ESCO001.0523.01956.002P	195721	pCONJ	PTU-FE
ESCO001.0523.01956.003P	5269	pNT	-
ESCO001.0523.01957.002P	174489	pCONJ	PTU-FE
ESCO001.0523.01957.003P	6584	pMOB	PTU-E1
ESCO001.0523.01957.004P	5463	pMOB	PTU-E7
ESCO001.0523.01958.002P	138857	pCONJ	PTU-FE
ESCO001.0523.01958.003P	6810	pMOB	PTU-E20
ESCO001.0523.01958.004P	4630	pNT	-
ESCO001.0523.01959.002P	128397	pCONJ	PTU-FE
ESCO001.0523.01959.003P	99606	pCONJ	PTU-I1
ESCO001.0523.01959.004P	99008	PP	PTU-Y
ESCO001.0523.01960.002P	261710	pCONJ	PTU-HI2
ESCO001.0523.01960.003P	145194	pCONJ	PTU-FE
ESCO001.0523.01960.004P	60980	pCONJ	PTU-I2
ESCO001.0523.01961.002P	103545	pNT	-
ESCO001.0523.01961.003P	92267	pCONJ	PTU-FE
ESCO001.0523.01961.004P	41043	pMOB	-
ESCO001.0523.01962.002P	103545	pNT	-
ESCO001.0523.01962.003P	92267	pCONJ	PTU-FE
ESCO001.0523.01962.004P	41043	pMOB	-
ESCO001.0523.01962.005P	33309	pCONJ	PTU-X4
ESCO001.0523.01963.002P	124387	pdCONJ	PTU-C
ESCO001.0523.01963.003P	83235	pNT	-
ESCO001.0523.01963.004P	51478	pCONJ	PTU-X3
ESCO001.0523.01963.005P	37257	pCONJ	PTU-X4
ESCO001.0523.01963.006P	9763	pMOB	PTU-E4
ESCO001.0523.01963.007P	7938	pMOB	PTU-E1
ESCO001.0523.01964.002P	84427	PP	PTU-Y
ESCO001.0523.01964.003P	67067	pCONJ	PTU-FE
ESCO001.0523.01964.004P	54149	pNT	PTU-FE
ESCO001.0523.01964.005P	38440	pMOB	-
ESCO001.0523.01964.006P	10723	pNT	-
ESCO001.0523.01964.007P	2101	pNT	PTU-E47
ESCO001.0523.01965.002P	76850	pNT	PTU-E49
ESCO001.0523.01966.002P	76849	pNT	PTU-E49
ESCO001.0523.01967.002P	76855	pNT	PTU-E49
ESCO001.0523.01968.002P	181896	pOriT	PTU-HI2
ESCO001.0523.01969.002P	230802	pCONJ	PTU-HI2
ESCO001.0523.01970.002P	185577	pOriT	PTU-HI2
ESCO001.0523.01970.003P	72766	pNT	PTU-FE
ESCO001.0523.01971.002P	230802	pCONJ	PTU-HI2
ESCO001.0523.01971.003P	128706	pCONJ	PTU-FE
ESCO001.0523.01972.002P	267429	pCONJ	PTU-HI2
ESCO001.0523.01972.003P	92777	pCONJ	PTU-FE
ESCO001.0523.01973.002P	154679	pCONJ	PTU-FE
ESCO001.0523.01974.002P	226158	pCONJ	PTU-HI2
ESCO001.0523.01974.003P	93492	PP	PTU-Y
ESCO001.0523.01974.004P	87829	pNT	-
ESCO001.0523.01975.002P	257019	pCONJ	PTU-HI2
ESCO001.0523.01975.003P	110648	PP	PTU-E16
ESCO001.0523.01975.004P	106531	pCONJ	PTU-I1
ESCO001.0523.01975.005P	95921	PP	PTU-Y
ESCO001.0523.01975.006P	63996	pCONJ	PTU-I2
ESCO001.0523.01975.007P	11256	pMOB	PTU-E1
ESCO001.0523.01975.008P	9313	pMOB	-
ESCO001.0523.01976.002P	226260	pCONJ	PTU-HI2
ESCO001.0523.01976.003P	130351	pCONJ	PTU-FE
ESCO001.0523.01976.004P	129738	pdCONJ	-
ESCO001.0523.01977.002P	226260	pCONJ	PTU-HI2
ESCO001.0523.01977.003P	130351	pCONJ	PTU-FE
ESCO001.0523.01977.004P	129739	pdCONJ	-
ESCO001.0523.01978.002P	231254	pCONJ	PTU-HI2
ESCO001.0523.01978.003P	101028	pCONJ	-
ESCO001.0523.01978.004P	100459	PP	PTU-Y
ESCO001.0523.01978.005P	100423	pCONJ	PTU-FE
ESCO001.0523.01978.006P	80658	pNT	-
ESCO001.0523.01979.002P	231243	pCONJ	PTU-HI2
ESCO001.0523.01979.003P	101030	pCONJ	-
ESCO001.0523.01979.004P	100470	PP	PTU-Y
ESCO001.0523.01979.005P	99623	pCONJ	PTU-FE
ESCO001.0523.01979.006P	80662	pNT	-
ESCO001.0523.01980.002P	226260	pCONJ	PTU-HI2
ESCO001.0523.01980.003P	130351	pCONJ	PTU-FE
ESCO001.0523.01980.004P	129738	pdCONJ	-
ESCO001.0523.01980.005P	7105	pMOB	PTU-Q1
ESCO001.0523.01980.006P	6747	pMOB	PTU-E20
ESCO001.0523.01980.007P	6668	pMOB	PTU-E1
ESCO001.0523.01981.002P	153456	pCONJ	PTU-FE
ESCO001.0523.01981.003P	77638	pCONJ	PTU-FE
ESCO001.0523.01981.004P	11599	pMOB	PTU-E1
ESCO001.0523.01981.005P	6988	pMOB	PTU-E14
ESCO001.0523.01981.006P	5164	pMOB	PTU-E7
ESCO001.0523.01981.007P	4241	pOriT	-
ESCO001.0523.01981.008P	1565	pOriT	PTU-E9
ESCO001.0523.01982.002P	122286	pCONJ	-
ESCO001.0523.01982.003P	5159	pOriT	PTU-E1
ESCO001.0523.01982.004P	4077	pMOB	PTU-E10
ESCO001.0523.01983.002P	124850	pCONJ	PTU-FE
ESCO001.0523.01983.003P	6888	pMOB	PTU-E1
ESCO001.0523.01984.002P	128330	pCONJ	-
ESCO001.0523.01984.003P	95480	pCONJ	PTU-I1
ESCO001.0523.01984.004P	9494	pMOB	PTU-E1
ESCO001.0523.01984.005P	2328	pNT	-
ESCO001.0523.01984.006P	2310	pNT	-
ESCO001.0523.01986.002P	113665	pCONJ	PTU-FE
ESCO001.0523.01987.002P	118422	pMOB	-
ESCO001.0523.01987.003P	83623	pCONJ	PTU-I1
ESCO001.0523.01988.002P	167740	pCONJ	PTU-FE
ESCO001.0523.01988.003P	4073	pMOB	PTU-E10
ESCO001.0523.01989.002P	124410	pOriT	-
ESCO001.0523.01990.002P	226260	pCONJ	PTU-HI2
ESCO001.0523.01991.002P	142233	pCONJ	-
ESCO001.0523.01992.002P	124410	pOriT	-
ESCO001.0523.01993.002P	159910	pCONJ	PTU-FE
ESCO001.0523.01994.002P	124410	pOriT	-
ESCO001.0523.01995.002P	124410	pOriT	-
ESCO001.0523.01996.002P	255823	pCONJ	-
ESCO001.0523.01996.003P	234214	pCONJ	PTU-HI2
ESCO001.0523.01996.004P	7136	pMOB	PTU-E14
ESCO001.0523.02000.002P	97200	pdCONJ	PTU-Q1
ESCO001.0523.02000.003P	75321	pCONJ	PTU-N1
ESCO001.0523.02000.004P	29812	pCONJ	-
ESCO001.0523.02000.005P	12887	pMOB	-
ESCO001.0523.02000.006P	9578	pMOB	-
ESCO001.0523.02001.002P	436531	pCONJ	-
ESCO001.0523.02002.002P	254290	pCONJ	PTU-HI2
ESCO001.0523.02002.003P	183610	pCONJ	PTU-C
ESCO001.0523.02003.002P	99247	pCONJ	PTU-I1
ESCO001.0523.02003.003P	94075	PP	PTU-E25
ESCO001.0523.02003.004P	93908	pCONJ	-
ESCO001.0523.02003.005P	82225	pOriT	-
ESCO001.0523.02003.006P	78040	pCONJ	PTU-E68
ESCO001.0523.02003.007P	67031	pCONJ	-
ESCO001.0523.02003.008P	57921	pCONJ	PTU-X1
ESCO001.0523.02003.009P	5128	pMOB	PTU-E1
ESCO001.0523.02004.002P	125049	pCONJ	PTU-FE
ESCO001.0523.02004.003P	114110	PP	PTU-E16
ESCO001.0523.02004.004P	54392	pCONJ	PTU-?
ESCO001.0523.02006.002P	107858	pNT	-
ESCO001.0523.02006.003P	3376	pOriT	PTU-E1
ESCO001.0523.02006.004P	2088	pNT	PTU-E47
ESCO001.0523.02007.002P	93917	PP	PTU-Y
ESCO001.0523.02007.003P	83900	pNT	-
ESCO001.0523.02007.004P	67953	pCONJ	PTU-FE
ESCO001.0523.02007.005P	3376	pMOB	PTU-E1
ESCO001.0523.02007.006P	2088	pNT	PTU-E47
ESCO001.0523.02007.007P	1552	pOriT	PTU-E9
ESCO001.0523.02008.002P	100602	pNT	-
ESCO001.0523.02008.003P	3373	pMOB	PTU-E1
ESCO001.0523.02008.004P	2088	pNT	PTU-E47
ESCO001.0523.02008.005P	1552	pOriT	PTU-E9
ESCO001.0523.02009.002P	107778	PP	PTU-Y
ESCO001.0523.02009.003P	84132	pNT	-
ESCO001.0523.02009.004P	39066	pCONJ	-
ESCO001.0523.02009.005P	3376	pMOB	PTU-E1
ESCO001.0523.02009.006P	2088	pNT	PTU-E47
ESCO001.0523.02009.007P	1552	pOriT	PTU-E9
ESCO001.0523.02010.002P	108280	pNT	-
ESCO001.0523.02010.003P	3376	pMOB	PTU-E1
ESCO001.0523.02010.004P	2088	pNT	PTU-E47
ESCO001.0523.02011.002P	207503	pCONJ	PTU-FE
ESCO001.0523.02011.003P	114815	pCONJ	-
ESCO001.0523.02011.004P	46161	pCONJ	PTU-X3
ESCO001.0523.02012.002P	91437	pCONJ	PTU-I1
ESCO001.0523.02012.003P	87114	pNT	PTU-FE
ESCO001.0523.02012.004P	5631	pMOB	PTU-E22
ESCO001.0523.02012.005P	5164	pMOB	PTU-E7
ESCO001.0523.02012.006P	2112	pNT	PTU-E47
ESCO001.0523.02013.002P	122596	pCONJ	PTU-FE
ESCO001.0523.02013.003P	81424	pCONJ	-
ESCO001.0523.02014.002P	99713	pNT	-
ESCO001.0523.02014.003P	46420	pCONJ	PTU-X3
ESCO001.0523.02015.002P	260368	pCONJ	PTU-HI2
ESCO001.0523.02016.002P	133547	pOriT	PTU-E49
ESCO001.0523.02016.003P	72225	pOriT	-
ESCO001.0523.02017.002P	157174	pCONJ	PTU-FE
ESCO001.0523.02017.003P	89743	PP	PTU-E25
ESCO001.0523.02017.004P	61544	PP	-
ESCO001.0523.02021.002P	223020	pCONJ	PTU-HI1A
ESCO001.0523.02021.003P	111093	pCONJ	PTU-I1
ESCO001.0523.02021.004P	71544	pCONJ	PTU-FE
ESCO001.0523.02021.005P	56568	pCONJ	PTU-I2
ESCO001.0523.02021.006P	39744	pCONJ	PTU-N1
ESCO001.0523.02021.007P	32709	pCONJ	PTU-X4
ESCO001.0523.02022.002P	83831	pCONJ	PTU-I1
ESCO001.0523.02022.003P	60622	pCONJ	PTU-FE
ESCO001.0523.02022.004P	54518	pCONJ	PTU-N1
ESCO001.0523.02023.002P	83831	pCONJ	PTU-I1
ESCO001.0523.02023.003P	62645	pCONJ	PTU-L/M
ESCO001.0523.02023.004P	60622	pCONJ	PTU-FE
ESCO001.0523.02023.005P	33304	pCONJ	PTU-X4
ESCO001.0523.02024.002P	123705	pOriT	-
ESCO001.0523.02024.003P	118720	pMOB	PTU-E1
ESCO001.0523.02024.004P	30364	pNT	-
ESCO001.0523.02026.002P	274059	pCONJ	PTU-HI2
ESCO001.0523.02026.003P	82910	pMOB	PTU-E41
ESCO001.0523.02026.004P	9683	pMOB	PTU-E1
ESCO001.0523.02030.002P	103198	pMOB	-
ESCO001.0523.02030.003P	27017	pNT	PTU-N1
ESCO001.0523.02030.004P	18395	pMOB	PTU-N1
ESCO001.0523.02031.002P	134692	pCONJ	-
ESCO001.0523.02031.003P	102557	pCONJ	PTU-I1
ESCO001.0523.02031.004P	55148	pCONJ	PTU-X1
ESCO001.0523.02031.005P	26531	pCONJ	PTU-N3
ESCO001.0523.02032.002P	142200	pCONJ	PTU-?
ESCO001.0523.02032.003P	63589	pCONJ	PTU-L/M
ESCO001.0523.02033.002P	94720	pNT	PTU-FE
ESCO001.0523.02033.003P	63589	pCONJ	PTU-L/M
ESCO001.0523.02033.004P	31016	pCONJ	PTU-X4
ESCO001.0523.02033.005P	21855	pNT	PTU-X1
ESCO001.0523.02034.002P	174857	pCONJ	PTU-FE
ESCO001.0523.02035.002P	117801	pMOB	PTU-FE
ESCO001.0523.02035.003P	16544	pOriT	-
ESCO001.0523.02036.002P	172923	pCONJ	PTU-FE
ESCO001.0523.02036.003P	46051	pCONJ	PTU-X4
ESCO001.0523.02037.002P	149633	pCONJ	PTU-FE
ESCO001.0523.02037.003P	133139	pdCONJ	PTU-FE
ESCO001.0523.02038.002P	128948	pCONJ	PTU-?
ESCO001.0523.02038.003P	86367	pCONJ	PTU-FE
ESCO001.0523.02039.002P	164477	pOriT	-
ESCO001.0523.02039.003P	99072	pCONJ	PTU-I1
ESCO001.0523.02039.004P	96986	pCONJ	PTU-FE
ESCO001.0523.02039.005P	64687	pdCONJ	PTU-I2
ESCO001.0523.02040.002P	133139	pdCONJ	PTU-FE
ESCO001.0523.02042.002P	112588	pOriT	PTU-FE
ESCO001.0523.02042.003P	1545	pOriT	PTU-E9
ESCO001.0523.02043.002P	136397	pMOB	PTU-FE
ESCO001.0523.02043.003P	112419	PP	PTU-Y
ESCO001.0523.02043.004P	52792	pCONJ	PTU-FE
ESCO001.0523.02043.005P	47288	PP	PTU-?
ESCO001.0523.02043.006P	6850	pOriT	-
ESCO001.0523.02043.007P	5167	pMOB	PTU-E7
ESCO001.0523.02044.002P	123043	pMOB	-
ESCO001.0523.02044.003P	93927	pCONJ	PTU-FE
ESCO001.0523.02045.002P	133379	pCONJ	PTU-FE
ESCO001.0523.02045.003P	4082	pMOB	PTU-E10
ESCO001.0523.02046.002P	114230	pCONJ	PTU-FE
ESCO001.0523.02077.002P	98473	pNT	-
ESCO001.0523.02077.003P	51479	pCONJ	PTU-X3
ESCO001.0523.02077.004P	2088	pNT	PTU-E47
ESCO001.0523.02078.002P	223939	pCONJ	PTU-FE
ESCO001.0523.02078.003P	92214	pCONJ	-
ESCO001.0523.02079.002P	133673	pCONJ	PTU-FE
ESCO001.0523.02094.002P	21374	pOriT	-
ESCO001.0523.02095.002P	98997	pCONJ	PTU-I1
ESCO001.0523.02095.003P	82142	pCONJ	-
ESCO001.0523.02095.004P	47686	pCONJ	PTU-X1
ESCO001.0523.02095.005P	42660	pdCONJ	-
ESCO001.0523.02096.002P	113096	pNT	-
ESCO001.0523.02096.003P	87822	PP	PTU-Y
ESCO001.0523.02096.004P	50909	pdCONJ	-
ESCO001.0523.02096.005P	46065	pCONJ	PTU-X1
ESCO001.0523.02097.002P	94955	pCONJ	PTU-E50
ESCO001.0523.02098.002P	97083	pOriT	PTU-?
ESCO001.0523.02098.003P	59944	pCONJ	PTU-I2
ESCO001.0523.02099.002P	120141	pOriT	PTU-E38
ESCO001.0523.02099.003P	102017	PP	PTU-Y
ESCO001.0523.02099.004P	86517	pNT	PTU-E29
ESCO001.0523.02099.005P	8834	pNT	-
ESCO001.0523.02100.002P	112055	pdCONJ	-
ESCO001.0523.02100.003P	72255	pCONJ	PTU-FE
ESCO001.0523.02100.004P	48305	pNT	-
ESCO001.0523.02101.002P	146433	pMOB	-
ESCO001.0523.02101.003P	109318	PP	PTU-E16
ESCO001.0523.02102.002P	381858	pCONJ	-
ESCO001.0523.02102.003P	99448	pCONJ	PTU-B/O/K/Z
ESCO001.0523.02103.002P	130302	pCONJ	-
ESCO001.0523.02103.003P	94840	pdCONJ	-
ESCO001.0523.02104.002P	142377	pOriT	-
ESCO001.0523.02104.003P	88759	pCONJ	PTU-E68
ESCO001.0523.02104.004P	82464	pCONJ	-
ESCO001.0523.02104.005P	61528	pCONJ	-
ESCO001.0523.02104.006P	46243	PP	-
ESCO001.0523.02105.002P	116803	pOriT	PTU-E38
ESCO001.0523.02105.003P	82909	pOriT	PTU-E29
ESCO001.0523.02105.004P	82314	pMOB	PTU-E38
ESCO001.0523.02105.005P	51418	pNT	PTU-E38
ESCO001.0523.02106.002P	104732	pMOB	-
ESCO001.0523.02107.002P	125802	pMOB	PTU-FE
ESCO001.0523.02107.003P	95734	PP	PTU-Y
ESCO001.0523.02107.004P	29794	pNT	-
ESCO001.0523.02108.002P	118421	pCONJ	PTU-FE
ESCO001.0523.02108.003P	95130	pCONJ	PTU-I1
ESCO001.0523.02108.004P	92830	PP	PTU-E25
ESCO001.0523.02108.005P	85915	pCONJ	PTU-B/O/K/Z
ESCO001.0523.02108.006P	12424	pNT	-
ESCO001.0523.02108.007P	2136	pOriT	PTU-E11
ESCO001.0523.02109.002P	139312	pMOB	PTU-FE
ESCO001.0523.02109.003P	98796	PP	PTU-Y
ESCO001.0523.02109.004P	62993	pCONJ	PTU-FE
ESCO001.0523.02109.005P	5167	pMOB	PTU-E7
ESCO001.0523.02109.006P	4237	pNT	-
ESCO001.0523.02109.007P	4062	pMOB	PTU-E10
ESCO001.0523.02109.008P	1552	pOriT	PTU-E9
ESCO001.0523.02109.009P	1433	pOriT	-
ESCO001.0523.02110.002P	160467	pCONJ	PTU-FE
ESCO001.0523.02110.003P	70656	pCONJ	PTU-FE
ESCO001.0523.02110.004P	65499	pCONJ	PTU-L/M
ESCO001.0523.02110.005P	30638	pCONJ	PTU-X4
ESCO001.0523.02110.006P	5166	pMOB	PTU-E7
ESCO001.0523.02110.007P	4074	pMOB	PTU-E10
ESCO001.0523.02110.008P	1552	pOriT	PTU-E9
ESCO001.0523.02111.002P	98336	pNT	PTU-FE
ESCO001.0523.02111.003P	70656	pCONJ	PTU-FE
ESCO001.0523.02111.004P	47582	pMOB	-
ESCO001.0523.02111.005P	6760	pOriT	PTU-E58
ESCO001.0523.02111.006P	5167	pMOB	PTU-E7
ESCO001.0523.02111.007P	3608	pOriT	PTU-E1
ESCO001.0523.02111.008P	1552	pOriT	PTU-E9
ESCO001.0523.02112.002P	173787	pCONJ	PTU-FE
ESCO001.0523.02112.003P	62174	pCONJ	-
ESCO001.0523.02113.002P	300631	pCONJ	PTU-HI1A
ESCO001.0523.02113.003P	59604	pCONJ	PTU-N2/3
ESCO001.0523.02113.004P	5509	pOriT	-
ESCO001.0523.02114.002P	97983	pNT	-
ESCO001.0523.02114.003P	5166	pMOB	PTU-E7
ESCO001.0523.02114.004P	4082	pMOB	PTU-E10
ESCO001.0523.02114.005P	1552	pOriT	PTU-E9
ESCO001.0523.02115.002P	160530	pCONJ	PTU-FE
ESCO001.0523.02115.003P	5166	pMOB	PTU-E7
ESCO001.0523.02115.004P	4074	pMOB	PTU-E10
ESCO001.0523.02115.005P	1552	pOriT	PTU-E9
ESCO001.0523.02116.002P	52208	pNT	PTU-FE
ESCO001.0523.02116.003P	5878	pMOB	PTU-E7
ESCO001.0523.02116.004P	4072	pMOB	PTU-E10
ESCO001.0523.02116.005P	2113	pNT	PTU-E47
ESCO001.0523.02117.002P	158162	pOriT	PTU-FE
ESCO001.0523.02117.003P	97184	PP	PTU-Y
ESCO001.0523.02117.004P	5164	pMOB	PTU-E7
ESCO001.0523.02117.005P	2102	pNT	PTU-E47
ESCO001.0523.02117.006P	1459	pOriT	PTU-E9
ESCO001.0523.02118.002P	91228	pCONJ	PTU-FE
ESCO001.0523.02118.003P	69018	pCONJ	PTU-FE
ESCO001.0523.02118.004P	44618	pCONJ	PTU-FE
ESCO001.0523.02119.002P	147870	pCONJ	PTU-FE
ESCO001.0523.02119.003P	56756	pCONJ	PTU-FE
ESCO001.0523.02120.002P	207369	pCONJ	PTU-FE
ESCO001.0523.02120.003P	114568	pCONJ	PTU-I1
ESCO001.0523.02120.004P	6062	pMOB	-
ESCO001.0523.02120.005P	4618	pMOB	PTU-E1
ESCO001.0523.02120.006P	1506	pOriT	PTU-E9
ESCO001.0523.02121.002P	126618	pMOB	PTU-FE
ESCO001.0523.02121.003P	115278	PP	PTU-E16
ESCO001.0523.02121.004P	89833	pCONJ	PTU-B/O/K/Z
ESCO001.0523.02121.005P	36700	pNT	-
ESCO001.0523.02121.006P	7939	pMOB	-
ESCO001.0523.02121.007P	5221	pMOB	PTU-E1
ESCO001.0523.02121.008P	5165	pMOB	PTU-E7
ESCO001.0523.02121.009P	4072	pMOB	PTU-E10
ESCO001.0523.02121.010P	1822	pOriT	-
ESCO001.0523.02122.002P	112822	pCONJ	PTU-FE
ESCO001.0523.02122.003P	5167	pMOB	PTU-E7
ESCO001.0523.02122.004P	4064	pMOB	PTU-E10
ESCO001.0523.02122.005P	1549	pOriT	PTU-E9
ESCO001.0523.02123.002P	70350	pCONJ	PTU-FE
ESCO001.0523.02123.003P	36268	pCONJ	PTU-?
ESCO001.0523.02123.004P	6912	pMOB	-
ESCO001.0523.02123.005P	5165	pMOB	PTU-E7
ESCO001.0523.02124.002P	107967	pCONJ	PTU-FE
ESCO001.0523.02124.003P	82205	pCONJ	PTU-FE
ESCO001.0523.02124.004P	7450	pMOB	PTU-E7
